"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","Chain","Model","Cluster_plt","Ontology"
"17","K15
(17)","GO:0006810","transport",0.647058823529412,"86/549",4.3041302571925e-06,0.000299137052874879,0.000235594498288432,"851539/850490/852129/851949/855669/855458/854170/851462/851055/851226/852675",11,"K15 (17)","Consensus clustering",NA,"Consensus Clustering",15,"BP"
"18","K15
(17)","GO:0051234","establishment of localization",0.647058823529412,"101/549",2.34023064989363e-05,0.00108430686778405,0.000853978903820833,"851539/850490/852129/851949/855669/855458/854170/851462/851055/851226/852675",11,"K15 (17)","Consensus clustering",NA,"Consensus Clustering",15,"BP"
"19","K15
(17)","GO:0051179","localization",0.705882352941177,"138/549",8.01787999000013e-05,0.00278621329652504,0.00219436715515793,"851539/852751/850490/852129/851949/855669/855458/854170/851462/851055/851226/852675",12,"K15 (17)","Consensus clustering",NA,"Consensus Clustering",15,"BP"
"20","K15
(17)","GO:0015031","protein transport",0.352941176470588,"32/549",0.000190855575137395,0.00454899172635574,0.00358269700523284,"851539/852129/855458/851462/851226/852675",6,"K15 (17)","Consensus clustering",NA,"Consensus Clustering",15,"BP"
"21","K15
(17)","GO:0071705","nitrogen compound transport",0.411764705882353,"47/549",0.000218275835293846,0.00454899172635574,0.00358269700523284,"851539/852129/855669/855458/851462/851226/852675",7,"K15 (17)","Consensus clustering",NA,"Consensus Clustering",15,"BP"
"22","K15
(17)","GO:0071702","organic substance transport",0.411764705882353,"59/549",0.00096156152023683,0.0121506410284472,0.00956960747412731,"851539/852129/855669/855458/851462/851226/852675",7,"K15 (17)","Consensus clustering",NA,"Consensus Clustering",15,"BP"
"23","K15
(17)","GO:0006897","endocytosis",0.176470588235294,"10/549",0.00259684047234545,0.0248305301021653,0.0195560403682332,"851949/854170/851055",3,"K15 (17)","Consensus clustering",NA,"Consensus Clustering",15,"BP"
"24","K18
(17)","GO:0006260","DNA replication",0.705882352941177,"51/549",5.00304876595371e-10,1.52592987361588e-07,1.11120346275393e-07,"853821/852245/855448/856305/851391/856237/851671/851266/850793/855621/855950/853747",12,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"25","K18
(17)","GO:0006261","DNA-dependent DNA replication",0.647058823529412,"47/549",4.76133449831332e-09,7.26103510992781e-07,5.28758725865321e-07,"853821/852245/855448/856305/851391/856237/851671/851266/850793/855621/855950",11,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"26","K18
(17)","GO:0034645","cellular macromolecule biosynthetic process",0.882352941176471,"156/549",2.96286472965726e-07,3.01224580848488e-05,2.1935595016059e-05,"853821/855217/852245/855448/856305/851391/856237/851671/853327/851266/850793/855621/854143/855950/853747",15,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"27","K18
(17)","GO:0009059","macromolecule biosynthetic process",0.882352941176471,"160/549",4.32804298601521e-07,3.3001327768366e-05,2.40320281591897e-05,"853821/855217/852245/855448/856305/851391/856237/851671/853327/851266/850793/855621/854143/855950/853747",15,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"28","K18
(17)","GO:0071897","DNA biosynthetic process",0.411764705882353,"24/549",1.772854353677e-06,0.000108144115574297,7.87520565528097e-05,"853821/852245/856305/851391/851266/855621/853747",7,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"29","K18
(17)","GO:0006281","DNA repair",0.588235294117647,"72/549",7.61296811361909e-06,0.000232195527465382,0.000169088028628803,"853821/855448/856305/851391/851671/851266/850793/855621/855950/853747",10,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"30","K18
(17)","GO:0051276","chromosome organization",0.764705882352941,"137/549",8.43769032810729e-06,0.000233954140915702,0.000170368675524463,"855217/852245/855448/856305/851391/856237/851671/853327/851266/850793/854143/853747/854786",13,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"31","K18
(17)","GO:0006974","cellular response to DNA damage stimulus",0.588235294117647,"81/549",2.36660550455153e-05,0.000401008154937898,0.000292019743544077,"853821/855448/856305/851391/851671/851266/850793/855621/855950/853747",10,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"32","K18
(17)","GO:0033554","cellular response to stress",0.647058823529412,"110/549",5.62762383933535e-05,0.000838472530044546,0.000610587416184294,"853821/855448/856305/851391/851671/853327/851266/850793/855621/855950/853747",11,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"33","K18
(17)","GO:0006950","response to stress",0.647058823529412,"121/549",0.000147075708018529,0.00156107905150829,0.00113679958539517,"853821/855448/856305/851391/851671/853327/851266/850793/855621/855950/853747",11,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"34","K18
(17)","GO:0051716","cellular response to stimulus",0.705882352941177,"146/549",0.000148430467192592,0.00156107905150829,0.00113679958539517,"853821/855448/856305/851391/851671/853327/851266/850793/855621/855950/852119/853747",12,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"35","K18
(17)","GO:0006271","DNA strand elongation involved in DNA replication",0.235294117647059,"13/549",0.000381979434594139,0.00353041598640038,0.00257089826792228,"853821/852245/851391/855621",4,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"36","K18
(17)","GO:0050896","response to stimulus",0.705882352941177,"163/549",0.000482615449601892,0.00408882533690492,0.00297753976216372,"853821/855448/856305/851391/851671/853327/851266/850793/855621/855950/852119/853747",12,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"37","K18
(17)","GO:0022616","DNA strand elongation",0.235294117647059,"16/549",0.000917334652174689,0.00666536962891439,0.00485381532942515,"853821/852245/851391/855621",4,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"38","K18
(17)","GO:0007049","cell cycle",0.705882352941177,"210/549",0.00626710916104787,0.0307775608485741,0.0224126500053464,"855448/856305/851391/856237/851671/851266/850793/855621/854143/855950/852119/854786",12,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"39","K18
(17)","GO:0006302","double-strand break repair",0.294117647058824,"43/549",0.0071162938003012,0.0339135876420604,0.0246963485503874,"853821/851266/850793/855621/853747",5,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"40","K18
(17)","GO:0031323","regulation of cellular metabolic process",0.529411764705882,"134/549",0.00944977908096713,0.0443412710722304,0.0322899333778796,"855217/855448/856305/856237/851671/853327/850793/854143/855950",9,"K18 (17)","Consensus clustering",NA,"Consensus Clustering",18,"BP"
"41","K20
(23)","GO:0097502","mannosylation",0.217391304347826,"10/549",1.80640740690582e-05,0.00554567073920085,0.00509597036895535,"852845/856050/854499/852458/851464",5,"K20 (23)","Consensus clustering",NA,"Consensus Clustering",20,"BP"
"42","K20
(23)","GO:0070085","glycosylation",0.217391304347826,"14/549",0.000128253476890976,0.0196869087027649,0.0180904904246219,"852845/856050/854499/852458/851464",5,"K20 (23)","Consensus clustering",NA,"Consensus Clustering",20,"BP"
"43","K20
(23)","GO:1901137","carbohydrate derivative biosynthetic process",0.260869565217391,"26/549",0.000362644290554678,0.0303561962824306,0.0278946017613283,"852845/856050/854499/853690/852458/851464",6,"K20 (23)","Consensus clustering",NA,"Consensus Clustering",20,"BP"
"44","K20
(23)","GO:1901135","carbohydrate derivative metabolic process",0.304347826086957,"37/549",0.000395520472735252,0.0303561962824306,0.0278946017613283,"852845/856050/852009/854499/853690/852458/851464",7,"K20 (23)","Consensus clustering",NA,"Consensus Clustering",20,"BP"
"45","K21
(19)","GO:0033554","cellular response to stress",0.631578947368421,"110/549",3.50734134701065e-05,0.00992577601204015,0.00926676503262815,"854674/852130/854941/852700/850844/851246/851856/853798/856854/852786/856191/850519",12,"K21 (19)","Consensus clustering",NA,"Consensus Clustering",21,"BP"
"46","K21
(19)","GO:0006950","response to stress",0.631578947368421,"121/549",9.94133453198242e-05,0.0117741124956026,0.0109923832486378,"854674/852130/854941/852700/850844/851246/851856/853798/856854/852786/856191/850519",12,"K21 (19)","Consensus clustering",NA,"Consensus Clustering",21,"BP"
"47","K21
(19)","GO:0051716","cellular response to stimulus",0.684210526315789,"146/549",0.000124813913380947,0.0117741124956026,0.0109923832486378,"850811/854674/852130/854941/852700/850844/851246/851856/853798/856854/852786/856191/850519",13,"K21 (19)","Consensus clustering",NA,"Consensus Clustering",21,"BP"
"48","K21
(19)","GO:0050896","response to stimulus",0.684210526315789,"163/549",0.000439237529592729,0.0310760552186856,0.0290127947178355,"850811/854674/852130/854941/852700/850844/851246/851856/853798/856854/852786/856191/850519",13,"K21 (19)","Consensus clustering",NA,"Consensus Clustering",21,"BP"
"49","K31
(15)","GO:0007010","cytoskeleton organization",0.666666666666667,"68/549",8.26073779154419e-07,0.000140898528087303,0.000121992258915179,"852099/852787/851957/850639/853041/854555/856458/856577/855555/852249",10,"K31 (15)","Consensus clustering",NA,"Consensus Clustering",31,"BP"
"50","K31
(15)","GO:0000278","mitotic cell cycle",0.866666666666667,"142/549",9.61764696841659e-07,0.000140898528087303,0.000121992258915179,"852099/853100/852787/855636/854249/851957/850639/852274/853041/854555/856458/856577/852249",13,"K31 (15)","Consensus clustering",NA,"Consensus Clustering",31,"BP"
"51","K31
(15)","GO:1903047","mitotic cell cycle process",0.8,"135/549",7.44044070266239e-06,0.000630289298791227,0.000545714823095691,"852099/853100/852787/855636/854249/851957/850639/853041/854555/856458/856577/852249",12,"K31 (15)","Consensus clustering",NA,"Consensus Clustering",31,"BP"
"52","K31
(15)","GO:1902850","microtubule cytoskeleton organization involved in mitosis",0.4,"23/549",1.06791713889571e-05,0.000630289298791227,0.000545714823095691,"852099/851957/853041/854555/856577/852249",6,"K31 (15)","Consensus clustering",NA,"Consensus Clustering",31,"BP"
"53","K31
(15)","GO:0007049","cell cycle",0.933333333333333,"210/549",1.07557900817616e-05,0.000630289298791227,0.000545714823095691,"852099/853100/852787/855636/854249/851957/850639/852274/853041/854555/856458/856577/855555/852249",14,"K31 (15)","Consensus clustering",NA,"Consensus Clustering",31,"BP"
"54","K32
(8)","GO:0006333","chromatin assembly or disassembly",1,"34/549",9.33723280336143e-11,1.56865511096472e-08,6.97835293724907e-09,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"55","K32
(8)","GO:0006325","chromatin organization",1,"58/549",9.85755763135522e-09,8.28034841033838e-07,3.68361364119063e-07,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"56","K32
(8)","GO:0034293","sexual sporulation",0.5,"11/549",5.9199558806725e-06,0.000248638146988245,0.000110609701980986,"855701/852295/855700/852294",4,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"57","K32
(8)","GO:0043935","sexual sporulation resulting in formation of a cellular spore",0.5,"11/549",5.9199558806725e-06,0.000248638146988245,0.000110609701980986,"855701/852295/855700/852294",4,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"58","K32
(8)","GO:0051276","chromosome organization",1,"137/549",1.28531883715739e-05,0.000423348250103479,0.000188331615020971,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"59","K32
(8)","GO:0006281","DNA repair",0.625,"72/549",0.00138827357300958,0.010601361830255,0.00471614467386031,"851811/852295/851810/855700/852283",5,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"60","K32
(8)","GO:0006974","cellular response to DNA damage stimulus",0.625,"81/549",0.00242756478980441,0.0135943628229047,0.00604761754653028,"851811/852295/851810/855700/852283",5,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"61","K32
(8)","GO:0034645","cellular macromolecule biosynthetic process",0.75,"156/549",0.00801830389973351,0.0260816383116646,0.0116027338353896,"851811/852295/851810/855700/852283/852294",6,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"62","K32
(8)","GO:0009059","macromolecule biosynthetic process",0.75,"160/549",0.00920372076744738,0.028113183435112,0.0125064913777754,"851811/852295/851810/855700/852283/852294",6,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"63","K32
(8)","GO:0033554","cellular response to stress",0.625,"110/549",0.00994775463700886,0.0298432639110266,0.0132761387072863,"851811/852295/851810/855700/852283",5,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"64","K32
(8)","GO:0006950","response to stress",0.625,"121/549",0.0152151950191013,0.0374404815950746,0.0166558533411673,"851811/852295/851810/855700/852283",5,"K32 (8)","Consensus clustering",NA,"Consensus Clustering",32,"BP"
"65","K47
(19)","GO:0042254","ribosome biogenesis",0.736842105263158,"22/549",1.58015220084099e-18,2.25961764720261e-16,1.92944900313216e-16,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/856228/851403/851656",14,"K47 (19)","Consensus clustering",NA,"Consensus Clustering",47,"BP"
"66","K47
(19)","GO:0022613","ribonucleoprotein complex biogenesis",0.736842105263158,"23/549",4.00245377854702e-18,2.86175445166112e-16,2.44360335953397e-16,"854221/852569/853048/853784/851497/853956/856553/855408/850982/854021/851208/856228/851403/851656",14,"K47 (19)","Consensus clustering",NA,"Consensus Clustering",47,"BP"
"67","K47
(19)","GO:0006364","rRNA processing",0.631578947368421,"17/549",2.11616676393381e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",NA,"Consensus Clustering",47,"BP"
"68","K47
(19)","GO:0016072","rRNA metabolic process",0.631578947368421,"17/549",2.11616676393381e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",12,"K47 (19)","Consensus clustering",NA,"Consensus Clustering",47,"BP"
"69","K47
(19)","GO:0034470","ncRNA processing",0.684210526315789,"22/549",2.14338974109356e-16,6.13009465952757e-15,5.23438336772321e-15,"854221/853996/853048/853784/853956/856553/855408/850982/854021/851208/856228/851403/851656",13,"K47 (19)","Consensus clustering",NA,"Consensus Clustering",47,"BP"
"70","K51
(18)","GO:0071702","organic substance transport",0.5,"59/549",2.38302265646119e-05,0.00465354844874365,0.00392239274957224,"852960/854447/851211/855418/851417/853361/853406/855387/854183",9,"K51 (18)","Consensus clustering",NA,"Consensus Clustering",51,"BP"
"71","K51
(18)","GO:0071705","nitrogen compound transport",0.444444444444444,"47/549",3.64068734880914e-05,0.00465354844874365,0.00392239274957224,"852960/854447/851211/855418/853361/853406/855387/854183",8,"K51 (18)","Consensus clustering",NA,"Consensus Clustering",51,"BP"
"72","K51
(18)","GO:0072594","establishment of protein localization to organelle",0.277777777777778,"15/549",5.15152964805571e-05,0.00465354844874365,0.00392239274957224,"852960/855418/853361/855387/854183",5,"K51 (18)","Consensus clustering",NA,"Consensus Clustering",51,"BP"
"73","K51
(18)","GO:0006810","transport",0.555555555555556,"86/549",8.17942351541122e-05,0.0055415594316911,0.0046708813232743,"852960/853729/854447/851211/855418/851417/853361/853406/855387/854183",10,"K51 (18)","Consensus clustering",NA,"Consensus Clustering",51,"BP"
"74","K51
(18)","GO:0006897","endocytosis",0.222222222222222,"10/549",0.000151503905844788,0.00821151169678752,0.00692133633017243,"852960/853729/853361/854183",4,"K51 (18)","Consensus clustering",NA,"Consensus Clustering",51,"BP"
"75","K51
(18)","GO:0015031","protein transport",0.333333333333333,"32/549",0.000274448511235211,0.0096502490584624,0.00813402231767855,"852960/855418/853361/853406/855387/854183",6,"K51 (18)","Consensus clustering",NA,"Consensus Clustering",51,"BP"
"76","K51
(18)","GO:0051234","establishment of localization",0.555555555555556,"101/549",0.000351103822569736,0.0096502490584624,0.00813402231767855,"852960/853729/854447/851211/855418/851417/853361/853406/855387/854183",10,"K51 (18)","Consensus clustering",NA,"Consensus Clustering",51,"BP"
"77","K51
(18)","GO:0016192","vesicle-mediated transport",0.277777777777778,"22/549",0.000391707526358253,0.0096502490584624,0.00813402231767855,"852960/853729/853361/853406/854183",5,"K51 (18)","Consensus clustering",NA,"Consensus Clustering",51,"BP"
"78","K52
(5)","GO:0042254","ribosome biogenesis",0.6,"22/549",0.000532556040481852,0.0393911190592988,0.0385714752110637,"851240/850551/855613",3,"K52 (5)","Consensus clustering",NA,"Consensus Clustering",52,"BP"
"79","K52
(5)","GO:0022613","ribonucleoprotein complex biogenesis",0.6,"23/549",0.000610715024175175,0.0393911190592988,0.0385714752110637,"851240/850551/855613",3,"K52 (5)","Consensus clustering",NA,"Consensus Clustering",52,"BP"
"80","K53
(9)","GO:0080090","regulation of primary metabolic process",0.777777777777778,"125/549",0.000655752157726838,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/853650/853244/850979",7,"K53 (9)","Consensus clustering",NA,"Consensus Clustering",53,"BP"
"81","K53
(9)","GO:0065007","biological regulation",1,"254/549",0.000898932209478945,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/851440/853650/852343/853244/850979",9,"K53 (9)","Consensus clustering",NA,"Consensus Clustering",53,"BP"
"82","K53
(9)","GO:0031323","regulation of cellular metabolic process",0.777777777777778,"134/549",0.00104112841329692,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/853650/853244/850979",7,"K53 (9)","Consensus clustering",NA,"Consensus Clustering",53,"BP"
"83","K53
(9)","GO:0060255","regulation of macromolecule metabolic process",0.777777777777778,"134/549",0.00104112841329692,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/853650/853244/850979",7,"K53 (9)","Consensus clustering",NA,"Consensus Clustering",53,"BP"
"84","K53
(9)","GO:0019222","regulation of metabolic process",0.777777777777778,"138/549",0.00126446985103387,0.0444793302043912,0.031536019240173,"852501/853283/850980/854232/853650/853244/850979",7,"K53 (9)","Consensus clustering",NA,"Consensus Clustering",53,"BP"
"85","K53
(9)","GO:0006325","chromatin organization",0.444444444444444,"58/549",0.00946620890597699,0.04780698552781,0.0338953398914008,"852501/850980/853650/853244",4,"K53 (9)","Consensus clustering",NA,"Consensus Clustering",53,"BP"
"86","K53
(9)","GO:0000727","double-strand break repair via break-induced replication",0.222222222222222,"10/549",0.0100552845732521,0.04780698552781,0.0338953398914008,"852501/850980",2,"K53 (9)","Consensus clustering",NA,"Consensus Clustering",53,"BP"
"87","K54
(6)","GO:0000727","double-strand break repair via break-induced replication",0.5,"10/549",8.50009159700186e-05,0.00767395731458311,0.00673154150402028,"852673/852258/856680",3,"K54 (6)","Consensus clustering",NA,"Consensus Clustering",54,"BP"
"88","K54
(6)","GO:0000724","double-strand break repair via homologous recombination",0.666666666666667,"29/549",8.83035755695533e-05,0.00767395731458311,0.00673154150402028,"852673/852258/851772/856680",4,"K54 (6)","Consensus clustering",NA,"Consensus Clustering",54,"BP"
"89","K54
(6)","GO:0000725","recombinational repair",0.666666666666667,"31/549",0.000116272080523987,0.00767395731458311,0.00673154150402028,"852673/852258/851772/856680",4,"K54 (6)","Consensus clustering",NA,"Consensus Clustering",54,"BP"
"90","K54
(6)","GO:0006271","DNA strand elongation involved in DNA replication",0.5,"13/549",0.000200067530961327,0.00990334278258569,0.00868714279174183,"852673/852258/856680",3,"K54 (6)","Consensus clustering",NA,"Consensus Clustering",54,"BP"
"91","K54
(6)","GO:0022616","DNA strand elongation",0.5,"16/549",0.000386854147535246,0.0135076811722918,0.0118488431335893,"852673/852258/856680",3,"K54 (6)","Consensus clustering",NA,"Consensus Clustering",54,"BP"
"92","K54
(6)","GO:0006302","double-strand break repair",0.666666666666667,"43/549",0.000439483036256282,0.0135076811722918,0.0118488431335893,"852673/852258/851772/856680",4,"K54 (6)","Consensus clustering",NA,"Consensus Clustering",54,"BP"
"93","K54
(6)","GO:0050896","response to stimulus",1,"163/549",0.000641467141460006,0.0135076811722918,0.0118488431335893,"852673/853671/852258/851772/856394/856680",6,"K54 (6)","Consensus clustering",NA,"Consensus Clustering",54,"BP"
"94","K54
(6)","GO:0006281","DNA repair",0.666666666666667,"72/549",0.00334125166676146,0.0472548450013406,0.0414516184222286,"852673/852258/851772/856680",4,"K54 (6)","Consensus clustering",NA,"Consensus Clustering",54,"BP"
"95","K3
(12)","GO:0032787","monocarboxylic acid metabolic process",0.583333333333333,"14/549",8.94588576861862e-10,1.87863601140991e-07,1.77034371000032e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Bayesian",1,"Bayesian: chain 1",3,"BP"
"96","K3
(12)","GO:0019752","carboxylic acid metabolic process",0.583333333333333,"19/549",1.26055222536154e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Bayesian",1,"Bayesian: chain 1",3,"BP"
"97","K3
(12)","GO:0006082","organic acid metabolic process",0.583333333333333,"20/549",1.92336875100776e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Bayesian",1,"Bayesian: chain 1",3,"BP"
"98","K3
(12)","GO:0043436","oxoacid metabolic process",0.583333333333333,"20/549",1.92336875100776e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/855447/854706/850317/850614/856044",7,"K3 (12)","Bayesian",1,"Bayesian: chain 1",3,"BP"
"99","K3
(12)","GO:0006091","generation of precursor metabolites and energy",0.5,"12/549",2.17902679819912e-08,9.15191255243631e-07,8.62435869603021e-07,"854556/854529/856314/850317/850614/856044",6,"K3 (12)","Bayesian",1,"Bayesian: chain 1",3,"BP"
"100","K9
(4)","GO:0045229","external encapsulating structure organization",0.75,"38/549",0.00117114168367658,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K9 (4)","Bayesian",1,"Bayesian: chain 1",9,"BP"
"101","K9
(4)","GO:0071555","cell wall organization",0.75,"38/549",0.00117114168367658,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K9 (4)","Bayesian",1,"Bayesian: chain 1",9,"BP"
"102","K9
(4)","GO:0071554","cell wall organization or biogenesis",0.75,"42/549",0.00158453101054067,0.00897900905973044,0.00667170951806596,"853693/855562/856893",3,"K9 (4)","Bayesian",1,"Bayesian: chain 1",9,"BP"
"103","K10
(22)","GO:0006974","cellular response to DNA damage stimulus",0.5,"81/549",6.80482635652238e-05,0.00949458479865941,0.00908572708005685,"851399/851453/850584/853752/854315/850719/854198/855459/856254/850540/855067",11,"K10 (22)","Bayesian",1,"Bayesian: chain 1",10,"BP"
"104","K10
(22)","GO:0007064","mitotic sister chromatid cohesion",0.272727272727273,"22/549",9.95981500178488e-05,0.00949458479865941,0.00908572708005685,"850584/854315/855459/856254/850540/855067",6,"K10 (22)","Bayesian",1,"Bayesian: chain 1",10,"BP"
"105","K10
(22)","GO:0006302","double-strand break repair",0.363636363636364,"43/549",0.000103577288712648,0.00949458479865941,0.00908572708005685,"850584/853752/854315/850719/854198/855459/856254/850540",8,"K10 (22)","Bayesian",1,"Bayesian: chain 1",10,"BP"
"106","K10
(22)","GO:0006281","DNA repair",0.454545454545455,"72/549",0.000145238029031442,0.00998511449591163,0.00955513348891065,"851453/850584/853752/854315/850719/854198/855459/856254/850540/855067",10,"K10 (22)","Bayesian",1,"Bayesian: chain 1",10,"BP"
"107","K10
(22)","GO:0007062","sister chromatid cohesion",0.272727272727273,"25/549",0.000218637497463099,0.0120250623604704,0.0115072367085841,"850584/854315/855459/856254/850540/855067",6,"K10 (22)","Bayesian",1,"Bayesian: chain 1",10,"BP"
