"","Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Cluster_str","Inference","Chain","Model","Cluster_plt","Ontology"
"96","K18
(8)","GO:0046983","protein dimerization activity",0.75,"16/546",6.06629406899036e-09,2.72983233104566e-08,3.19278635210019e-09,"852284/851811/852295/851810/852283/852294",6,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"MF"
"97","K18
(8)","GO:0003677","DNA binding",1,"92/546",5.00281089020266e-07,1.5008432670608e-06,1.75537224217637e-07,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"MF"
"98","K18
(8)","GO:0003676","nucleic acid binding",1,"119/546",4.21507228283487e-06,9.48391263637847e-06,1.10922954811444e-06,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"MF"
"99","K18
(8)","GO:1901363","heterocyclic compound binding",1,"175/546",9.96864003893558e-05,0.000171786171932462,2.00919499336213e-05,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"MF"
"100","K18
(8)","GO:0005515","protein binding",0.75,"103/546",0.000800833399407063,0.0010296429420948,0.000120426075098806,"852284/851811/852295/851810/852283/852294",6,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"MF"
"101","K18
(8)","GO:0005488","binding",1,"281/546",0.00468617504842076,0.00527194692947336,0.000616601980055363,"855701/852284/851811/852295/851810/855700/852283/852294",8,"K18 (8)","Bayesian",2,"Bayesian: chain 2",18,"MF"
"102","K20
(19)","GO:0005200","structural constituent of cytoskeleton",0.263157894736842,"18/546",0.000188709248144908,0.00937362366949692,0.00900144839914755,"855144/855597/850734/852216/854889",5,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"MF"
"103","K20
(19)","GO:0005198","structural molecule activity",0.315789473684211,"31/546",0.000328899076122699,0.00937362366949692,0.00900144839914755,"855144/855597/850734/852216/853766/854889",6,"K20 (19)","Bayesian",2,"Bayesian: chain 2",20,"MF"
"104","K22
(13)","GO:0008289","lipid binding",0.307692307692308,"14/546",0.000170855589881426,0.00563823446608707,0.00557528766981497,"851926/854903/856850/852382",4,"K22 (13)","Bayesian",2,"Bayesian: chain 2",22,"MF"
"105","K30
(23)","GO:0003723","RNA binding",0.304347826086957,"30/546",9.78547996880192e-05,0.005088449583777,0.00484123745824937,"854221/853784/853956/850982/854021/854497/856228",7,"K30 (23)","Bayesian",2,"Bayesian: chain 2",30,"MF"
"106","K30
(23)","GO:0140098","catalytic activity, acting on RNA",0.173913043478261,"14/546",0.00182030970608116,0.0473280523581103,0.0450287137820078,"854221/853784/855571/851656",4,"K30 (23)","Bayesian",2,"Bayesian: chain 2",30,"MF"
"107","K32
(21)","GO:0003678","DNA helicase activity",0.238095238095238,"10/546",1.13987204628459e-05,0.000820707873324904,0.000455948818513836,"852501/852673/852258/856680/850980",5,"K32 (21)","Bayesian",2,"Bayesian: chain 2",32,"MF"
"108","K32
(21)","GO:0003688","DNA replication origin binding",0.238095238095238,"13/546",5.39951003390513e-05,0.00129588240813723,0.00071993467118735,"852501/852673/852258/856680/850980",5,"K32 (21)","Bayesian",2,"Bayesian: chain 2",32,"MF"
"109","K32
(21)","GO:0004386","helicase activity",0.238095238095238,"13/546",5.39951003390513e-05,0.00129588240813723,0.00071993467118735,"852501/852673/852258/856680/850980",5,"K32 (21)","Bayesian",2,"Bayesian: chain 2",32,"MF"
"110","K32
(21)","GO:0008094","DNA-dependent ATPase activity",0.238095238095238,"15/546",0.000119811744144459,0.00215661139460025,0.00119811744144459,"852501/852673/852258/856680/850980",5,"K32 (21)","Bayesian",2,"Bayesian: chain 2",32,"MF"
